time,frame,id,x,y
1513524190540,0,0,486.0,1131.0
1513524190540,0,1,109.0,1138.0
1513524190540,0,2,277.0,1107.0
1513524190540,0,3,894.0,1155.0
1513524190540,0,4,396.0,1162.0
1513524190540,0,5,534.0,1139.0
1513524190540,0,6,182.0,1105.0
1513524190540,0,7,603.0,1165.0
1513524190540,1,0,486.0,1131.0
1513524190540,1,1,108.0,1137.0
1513524190540,1,2,277.0,1108.0
1513524190540,1,3,895.0,1155.0
1513524190540,1,4,396.0,1162.0
1513524190540,1,5,534.0,1139.0
1513524190540,1,6,183.0,1107.0
1513524190540,1,7,604.0,1164.0
1513524190540,2,0,486.0,1131.0
1513524190540,2,1,107.0,1136.0
1513524190540,2,2,277.0,1108.0
1513524190540,2,3,896.0,1154.0
1513524190540,2,4,396.0,1162.0
1513524190540,2,5,534.0,1139.0
1513524190540,2,6,184.0,1109.0
1513524190540,2,7,605.0,1164.0
1513524190540,3,0,485.0,1131.0
1513524190540,3,1,107.0,1135.0
1513524190540,3,2,277.0,1108.0
1513524190540,3,3,896.0,1154.0
1513524190540,3,4,397.0,1162.0
1513524190540,3,5,534.0,1139.0
1513524190540,3,6,184.0,1111.0
1513524190540,3,7,605.0,1163.0
1513524190540,4,0,486.0,1131.0
1513524190540,4,1,109.0,1133.0
1513524190540,4,2,277.0,1108.0
1513524190540,4,3,896.0,1154.0
1513524190540,4,4,397.0,1161.0
1513524190540,4,5,534.0,1139.0
1513524190540,4,6,185.0,1113.0
1513524190540,4,7,606.0,1163.0
1513524190540,5,0,486.0,1131.0
1513524190540,5,1,108.0,1133.0
1513524190540,5,2,277.0,1108.0
1513524190540,5,3,896.0,1154.0
1513524190540,5,4,397.0,1161.0
1513524190540,5,5,534.0,1139.0
1513524190540,5,6,185.0,1114.0
1513524190540,5,7,607.0,1163.0
1513524190540,6,0,486.0,1131.0
1513524190540,6,1,108.0,1132.0
1513524190540,6,2,277.0,1108.0
1513524190540,6,3,896.0,1153.0
1513524190540,6,4,396.0,1162.0
1513524190540,6,5,534.0,1139.0
1513524190540,6,6,186.0,1116.0
1513524190540,6,7,608.0,1162.0
1513524190540,7,0,486.0,1131.0
1513524190540,7,1,108.0,1132.0
1513524190540,7,2,277.0,1108.0
1513524190540,7,3,896.0,1153.0
